-2.30000,0.53000,4.76000,3.68000,3.16000,0.12500,0.10000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.45000,46.66000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.35000,7.16000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.20000,0.78000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.22500,1.31000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.32500,5.41000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.32500,3.87000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.45000,47.13000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.27500,2.77000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.32500,4.99000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.40000,23.55000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.20000,0.63000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.40000,20.41000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.15000,0.17000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.22500,1.11000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.42500,37.95000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.45000,50.14000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.32500,4.41000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.35000,8.68000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.35000,6.86000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.12500,0.01000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.30000,3.43000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.17500,0.70000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.45000,55.87000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.37500,12.27000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.40000,21.02000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.30000,4.15000
0.00000,0.56500,5.10000,3.94000,3.51000,0.27500,2.68000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.37500,13.77000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.32500,5.07000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.40000,21.40000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.42500,33.23000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.30000,4.21000
0.00000,0.56500,5.10000,3.94000,3.51000,0.17500,0.50000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.37500,14.11000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.30000,3.85000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.12500,0.09000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.37500,11.99000
-2.40000,0.57400,4.36000,3.96000,2.76000,0.17500,0.65000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.15000,0.26000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.37500,12.49000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.35000,7.95000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.27500,3.04000
0.00000,0.56500,5.10000,3.94000,3.51000,0.35000,8.76000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.45000,54.23000
0.00000,0.56500,4.77000,3.99000,3.15000,0.37500,14.93000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.12500,0.07000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.27500,2.33000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.45000,47.29000
0.00000,0.56500,5.10000,3.94000,3.51000,0.20000,0.83000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.17500,0.65000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.37500,12.76000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.22500,1.02000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.20000,0.97000
0.00000,0.56500,4.77000,3.99000,3.15000,0.20000,0.79000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.42500,34.50000
0.00000,0.56500,4.77000,3.99000,3.15000,0.27500,2.88000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.42500,35.01000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.20000,0.66000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.25000,1.98000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.15000,0.35000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.20000,0.93000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.25000,1.67000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.17500,0.39000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.15000,0.32000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.20000,0.77000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.20000,0.75000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.42500,35.64000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.30000,4.12000
0.00000,0.60000,4.78000,4.24000,3.15000,0.42500,34.62000
0.00000,0.60000,4.78000,4.24000,3.15000,0.25000,2.16000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.17500,0.47000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.15000,0.25000
-2.40000,0.57400,4.36000,3.96000,2.76000,0.32500,5.19000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.15000,0.18000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.12500,0.04000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.15000,0.27000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.45000,51.80000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.37500,12.40000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.42500,32.75000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.25000,1.65000
0.00000,0.60000,4.78000,4.24000,3.15000,0.30000,5.06000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.12500,0.28000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.27500,2.62000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.40000,21.99000
0.00000,0.53000,4.78000,3.75000,3.15000,0.27500,2.62000
0.00000,0.53000,4.78000,3.75000,3.15000,0.35000,9.45000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.35000,7.11000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.17500,0.43000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.17500,0.47000
0.00000,0.60000,4.78000,4.24000,3.15000,0.12500,0.03000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.40000,20.14000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.17500,0.64000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.40000,20.41000
-2.30000,0.56900,4.78000,3.04000,3.64000,0.32500,4.61000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.45000,56.46000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.35000,8.03000
0.00000,0.56500,4.77000,3.99000,3.15000,0.25000,1.96000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.17500,0.47000
0.00000,0.56500,5.10000,3.94000,3.51000,0.37500,14.24000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.30000,3.99000
0.00000,0.56500,5.10000,3.94000,3.51000,0.25000,1.90000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.42500,32.34000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.35000,8.25000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.42500,33.97000
0.00000,0.53000,4.78000,3.75000,3.15000,0.30000,3.70000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.40000,19.59000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.40000,20.11000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.27500,2.94000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.12500,0.11000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.20000,0.78000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.15000,0.24000
0.00000,0.53000,4.78000,3.75000,3.15000,0.42500,41.77000
-2.40000,0.57400,4.36000,3.96000,2.76000,0.37500,12.86000
0.00000,0.53000,4.78000,3.75000,3.15000,0.15000,0.32000
0.00000,0.56500,4.77000,3.99000,3.15000,0.42500,38.12000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.40000,19.18000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.15000,0.29000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.45000,49.49000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.40000,25.18000
0.00000,0.53000,4.78000,3.75000,3.15000,0.22500,1.37000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.15000,0.17000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.35000,7.87000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.35000,7.84000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.15000,0.24000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.37500,11.56000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.30000,2.98000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.35000,7.74000
0.00000,0.60000,4.78000,4.24000,3.15000,0.17500,0.40000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.15000,0.38000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.37500,13.73000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.15000,0.44000
-2.40000,0.57400,4.36000,3.96000,2.76000,0.20000,0.93000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.32500,4.62000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.42500,37.38000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.45000,62.42000
0.00000,0.53000,4.78000,3.75000,3.15000,0.45000,60.85000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.27500,2.63000
0.00000,0.60000,4.78000,4.24000,3.15000,0.37500,15.25000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.32500,5.19000
0.00000,0.56500,4.77000,3.99000,3.15000,0.32500,5.96000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.25000,1.96000
0.00000,0.56500,4.77000,3.99000,3.15000,0.35000,9.07000
0.00000,0.53000,4.78000,3.75000,3.15000,0.12500,0.16000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.12500,0.20000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.37500,11.93000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.37500,12.15000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.45000,49.14000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.27500,2.28000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.15000,0.15000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.27500,2.83000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.12500,0.15000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.37500,12.86000
-2.30000,0.60000,5.10000,4.17000,3.51000,0.37500,12.39000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.25000,1.62000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.12500,0.08000
-2.40000,0.57400,4.36000,3.96000,2.76000,0.45000,50.36000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.42500,32.46000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.12500,0.08000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.22500,1.36000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.40000,21.51000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.25000,1.43000
-2.30000,0.53000,4.34000,2.81000,3.15000,0.12500,0.05000
-2.40000,0.57400,4.36000,3.96000,2.76000,0.40000,21.51000
-2.30000,0.53000,4.76000,3.68000,3.16000,0.15000,0.23000
0.00000,0.60000,4.78000,4.24000,3.15000,0.32500,7.14000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.12500,0.12000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.30000,3.76000
0.00000,0.56500,5.10000,3.94000,3.51000,0.45000,51.99000
-2.40000,0.56800,4.34000,2.98000,3.15000,0.20000,0.69000
0.00000,0.56500,5.10000,3.94000,3.51000,0.22500,1.28000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.20000,0.86000
0.00000,0.56500,4.77000,3.99000,3.15000,0.12500,0.11000
0.00000,0.56500,4.77000,3.99000,3.15000,0.22500,1.28000
0.00000,0.56500,4.77000,3.99000,3.15000,0.30000,4.14000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.20000,1.07000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.40000,24.14000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.35000,8.47000
-2.30000,0.56400,5.10000,3.95000,3.53000,0.45000,50.36000
-2.30000,0.53000,5.11000,3.69000,3.51000,0.17500,0.46000
-2.40000,0.57400,4.36000,3.96000,2.76000,0.15000,0.35000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.42500,34.58000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.15000,0.17000
0.00000,0.56500,5.10000,3.94000,3.51000,0.15000,0.26000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.42500,33.14000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.32500,4.83000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.30000,3.69000
0.00000,0.56500,4.77000,3.99000,3.15000,0.15000,0.24000
-2.30000,0.56800,4.78000,3.99000,3.17000,0.27500,2.61000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.35000,8.62000
-5.00000,0.53000,4.78000,3.75000,3.15000,0.25000,1.85000
-2.30000,0.56200,5.14000,4.95000,3.17000,0.35000,8.28000
-2.20000,0.54600,4.78000,4.13000,3.07000,0.17500,0.55000
-5.00000,0.60000,4.78000,4.24000,3.15000,0.12500,0.06000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.27500,2.59000
-2.30000,0.60000,4.34000,4.23000,2.73000,0.17500,0.36000
0.00000,0.56500,4.77000,3.99000,3.15000,0.17500,0.49000
0.00000,0.60000,4.78000,4.24000,3.15000,0.27500,3.35000
-2.30000,0.56500,4.78000,5.35000,2.76000,0.20000,0.86000
-5.00000,0.56500,5.10000,3.94000,3.51000,0.22500,1.19000
-2.40000,0.58500,4.78000,3.84000,3.32000,0.45000,44.38000
-5.00000,0.56500,4.77000,3.99000,3.15000,0.22500,1.14000
